Last Name;First Name;Position_cat4;Position;Team;Nat;Ht;Wt;Hand;GP;G;A;A1;A2;PTS;Plus_min;E_plus_min;PIM;Shifts;TOI;TOI_2;TOI/GP;TOI%;IPP%;SH%;SV%;PDO;F/60;A/60;Pct%;Diff;Diff/60;iCF;iFF;iSF;ixG;iSCF;iRB;iRS;iDS;sDist;sDist_2;Pass;iHF;iHA;iHDf;iMiss;iGVA;iTKA;iBLK;BLK%;iFOW;iFOL;FO%;%FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL;FOW.Up;FOL.Up;FOW.Down;FOL.Down;FOW.Close;FOL.Close;OTG;1G;GWG;ENG;PSG;PSA;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;CBar ;Post;Over;Wide;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;iPenT;iPenD;iPENT;iPEND;iPenDf;NPD;Min;Maj;Match;Misc;Game;CF;CA;FF;FA;SF;SA;xGF;xGA;SCF;SCA;GF;GA;RBF;RBA;RSF;RSA;DSF;DSA;FOW;FOL;HF;HA;GVA;TKA;PENT;PEND;OPS;DPS;PS;SOS;SOG;SOGDG;OTOI;Grit;DAP;Pace;GS;GS/G
Dowd;Nic;Center;C;L.A;USA;74;196;R;70;6;16;10;6;22;-15;5.4;25;1230;52314;871.6;12.45;0.23;0.73;0.06;0.894;957;2.07;2.07;0.50;0;0;144;113;78;10.4;41;11;10;21;27.1;26.2;306.9;145;116;29;35;22;19;35;0.06;338;369;0.48;0.97;79;87;105;108;154;174;110;115;108;127;199;216;1;1;2;0;0;0;2;0;0;0;1;0;3;0;4;0;31;10;1;8;18;8;0;33;11;6;15;6;-5;-7.6;10;1;0;0;0;946;589;700;411;476;284;45.8;25.9;162;99;30;30;53;21;47;49;100;70;351;381;520;475;129;53;64;56;0.6;0.7;1.3;2;0;0;2980.16;206;16.4;105.7;29.3;0.42
Dowling;Justin;Center;C;DAL;CAN;70;185;L;9;0;2;1;1;2;0;-0.6;2;144;5654;94.3;10.47;0.22;0.67;0.07;0.952;1021;1.91;1.27;0.60;1;0.64;21;14;11;1.3;6;0;4;4;26.5;25;0;1;8;-7;3;1;3;0;0.00;38;31;0.55;0.83;15;15;20;13;3;3;17;13;10;9;24;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;3;1;0;6;1;0;2;0;-1;-2;1;0;0;0;0;84;70;60;57;44;42;3.9;3.9;14;12;3;2;0;3;8;3;8;6;45;38;19;37;10;9;4;8;0;0.1;0;;;;343.73;3;4;98;2.3;0.26
Draisaitl;Leon;Center;C;EDM;DEU;73;216;L;82;29;48;31;17;77;7;12.2;20;1865;92909;1546.7;18.88;0.32;0.70;0.12;0.901;1021;4.27;2.68;0.62;41;1.59;298;245;173;25.1;110;17;16;33;21.2;21.4;431.4;41;86;-45;72;75;75;36;0.03;476;496;0.49;0.64;142;119;114;138;220;239;136;120;184;171;290;310;3;4;5;2;0;0;3;1;4;5;4;0;12;0;6;3;63;22;4;13;35;18;2;79;10;20;10;19;10;8.8;10;0;0;0;0;1714;1278;1283;944;919;699;101.9;66.1;397;233;110;69;69;56;67;76;136;132;725;794;542;501;292;189;67;105;7.6;2;9.6;6;3;2;3267.43;97;11.6;116.1;72.5;0.88
Drouin;Jonathan;Left wing;LW;T.B;CAN;71;188;L;73;21;32;17;15;53;-13;-1.5;16;1538;77555;1289.5;17.7;0.32;0.72;0.10;0.909;1012;3.44;2.33;0.60;24;1.12;323;246;183;14.3;33;6;16;22;31.6;28.8;321.3;50;67;-17;63;65;45;16;0.02;96;124;0.44;0.18;19;22;15;26;62;76;32;43;22;29;65;80;1;3;6;1;0;0;3;0;4;3;1;0;10;3;7;18;35;19;1;33;28;1;0;101;8;13;9;10;5;3.8;8;0;0;0;0;1366;938;1029;738;717;551;63.3;40.9;183;109;74;50;47;31;44;62;91;93;578;668;416;409;220;134;90;72;4.5;1;5.5;5;2;0;2740.84;82;11.9;107.2;53.5;0.73
Dubinsky;Brandon;Center;C/LW;CBJ;USA;74;218;L;80;12;29;21;8;41;16;-2.8;91;1954;85898;1430.9;17.9;0.30;0.63;0.09;0.924;1016;2.73;2.47;0.52;6;0.25;204;156;115;12.4;48;9;4;13;26.6;23.5;367.1;248;61;187;41;32;38;60;0.04;770;718;0.52;0.96;320;308;245;225;205;185;219;222;255;231;466;427;1;1;5;0;1;1;0;0;0;5;0;0;7;1;1;7;32;16;2;0;34;4;6;53;30;21;26;17;-9;-6.7;23;5;0;2;0;1333;1483;969;1081;709;780;64.5;76.9;220;273;65;59;48;65;49;55;97;120;801;748;611;372;151;136;94;69;2;2.1;4.1;;;;3326.55;404;12.4;118.1;39.4;0.49
Duchene;Matt;Center;C/LW;COL;CAN;71;195;L;77;18;23;14;9;41;-34;-1.2;12;1797;84565;1403.9;18.28;0.31;0.76;0.07;0.884;958;2.31;3.42;0.40;-26;-1.11;275;227;160;19;74;17;14;31;25.3;23.6;301.7;42;71;-29;67;46;60;41;0.04;687;411;0.63;0.76;283;169;176;107;228;135;189;111;271;168;412;254;1;2;3;0;0;0;1;1;1;1;4;0;10;1;2;8;56;15;2;8;18;10;3;104;6;15;6;14;9;8.2;6;0;0;0;0;1363;1187;1025;913;736;692;63.9;57.1;208;197;54;80;46;44;43;59;89;103;870;576;375;342;173;172;53;83;2.6;0.5;3.1;3;1;1;3111.05;95;17;109;40.5;0.53
Duclair;Anthony;Left wing;LW/RW;ARI;CAN;71;185;L;58;5;10;6;4;15;-7;-2.3;14;1049;46282;771.2;13.3;0.24;0.50;0.08;0.924;1003;2.33;2.33;0.50;0;0;146;106;76;10.4;36;10;11;21;28.5;26.3;142.6;22;64;-42;30;22;30;17;0.02;4;4;0.50;0.01;1;0;2;1;1;3;0;2;2;2;4;1;0;0;1;0;0;0;0;0;0;1;0;0;4;0;2;4;24;7;0;3;7;4;0;55;7;8;10;9;1;0;7;0;0;0;0;728;740;549;572;379;396;37.4;30.3;135;101;30;30;41;21;30;29;71;50;350;408;314;248;113;76;58;40;0;0.6;0.7;6;2;2;2412.25;53;7.4;114.2;12;0.21
Dumba;Matt;Defense;D;MIN;CAN;72;183;R;76;11;23;10;13;34;15;5.1;59;1855;92686;1539.4;20.32;0.35;0.38;0.11;0.92;1033;3.47;2.26;0.61;31;1.21;292;180;131;7.9;18;7;10;17;44.5;41.9;135.4;96;91;5;49;43;18;71;0.05;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0;3;1;0;0;6;0;2;6;41;4;0;55;22;0;0;50;24;12;21;10;-12;3.7;22;1;0;0;1;1465;1328;1087;1005;794;729;71.2;55.9;232;155;89;58;57;39;63;56;120;95;731;664;416;520;168;148;92;80;3.1;3.9;6.9;;;;2843.53;227;5.2;108.9;32.7;0.43
Dumont;Gabriel;Center;C;T.B;CAN;70;190;R;39;2;2;2;0;4;1;-0.2;29;572;22627;377.1;9.67;0.19;0.50;0.05;0.96;1014;1.27;1.11;0.53;1;0.16;66;48;34;4.8;13;8;7;15;26.3;23.5;99.3;83;62;21;14;5;6;19;0.06;133;109;0.55;0.56;92;70;14;22;27;17;46;31;31;27;82;69;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;11;9;0;2;2;1;1;19;10;13;7;9;3;2;7;3;0;0;0;308;343;227;248;148;175;13.8;12.9;33;33;8;7;18;10;19;25;37;35;225;209;269;202;40;25;27;23;-0.4;0.5;0.1;;;;1649.17;134;12.7;103.6;6.1;0.16
Dumoulin;Brian;Defense;D;PIT;USA;76;207;L;70;1;14;7;7;15;0;2.2;14;1959;86294;1434.4;20.53;0.36;0.25;0.08;0.912;993;2.47;2.8;0.47;-8;-0.33;182;104;78;3.5;6;8;5;13;50.8;48.1;113.1;113;179;-66;26;37;25;99;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;24;3;1;14;14;0;0;46;7;9;8;7;2;5.5;7;0;0;0;0;1268;1349;963;995;723;758;65.3;71.5;238;251;59;67;60;65;60;66;120;131;775;800;597;720;195;154;82;77;0;1.8;1.7;;;;2551.21;226;19.7;109.5;22.3;0.32
Dvorak;Christian;Center;C/LW;ARI;USA;72;187;L;78;15;18;10;8;33;7;-9.7;22;1533;73086;1217;15.62;0.27;0.65;0.10;0.925;1022;2.51;2.47;0.51;1;0.05;164;139;88;11.1;49;13;6;19;22.4;23.8;156.1;72;98;-26;51;15;14;56;0.04;471;535;0.47;0.91;145;177;157;170;169;188;122;166;180;200;278;307;0;5;1;0;0;0;3;0;1;1;2;0;8;0;2;3;46;12;0;2;2;14;4;54;11;17;11;18;6;10.3;11;0;0;0;0;1050;1287;770;997;527;667;47.7;62.1;167;195;51;50;49;47;42;39;91;86;521;588;517;414;158;81;77;63;1.9;1.7;3.6;1;0;0;3220.83;150;7.8;115.2;21;0.27
Dzingel;Ryan;Left wing;LW/RW/C;OTT;USA;72;187;L;81;14;18;13;5;32;7;1.6;30;1562;69926;1164.9;14.38;0.26;0.64;0.08;0.934;1016;2.58;1.96;0.57;12;0.62;203;159;123;15.5;69;15;6;21;23.1;22;303.1;71;82;-11;36;25;23;21;0.02;9;21;0.30;0.03;0;3;3;2;6;16;2;5;3;9;7;12;0;3;1;0;0;0;0;0;1;2;3;1;7;1;3;3;29;11;6;7;17;11;2;69;12;19;12;16;7;5.4;10;2;0;0;0;1144;1062;829;790;607;575;54.2;47;188;150;50;38;60;40;46;54;106;94;486;520;508;446;194;110;68;72;1.8;1.6;3.5;1;0;0;3300.53;124;9.4;113.6;31.1;0.38
Eakin;Cody;Center;C;DAL;CAN;72;190;L;60;3;9;7;2;12;-7;1.2;49;1470;60535;1007.7;16.82;0.29;0.43;0.06;0.896;953;1.67;3.16;0.35;-25;-1.49;168;130;82;10.2;34;9;2;11;24.8;23.1;186.2;65;56;9;48;33;24;39;0.04;524;477;0.52;0.88;202;174;168;170;154;133;142;135;212;187;298;280;0;0;1;0;0;0;0;0;0;0;0;0;3;0;2;6;40;13;3;3;15;6;2;40;16;13;15;12;-3;-1.4;12;3;0;0;1;941;1016;695;750;493;510;45.2;51.5;144;172;28;53;36;45;37;55;73;100;595;544;291;294;189;121;52;53;-1.2;0.7;-0.5;;;;2467.35;156;7.4;116.5;14.7;0.24
Eaves;Patrick;Right wing;RW/LW;ANA/DAL;USA;72;200;R;79;32;19;8;11;51;-2;4.4;24;1830;77776;1291;16.42;0.29;0.62;0.10;0.905;1004;3.81;2.42;0.61;30;1.39;360;296;209;26.2;95;24;16;40;28.9;25;180.3;89;69;20;87;19;30;43;0.04;2;2;0.50;0.00;1;0;0;1;1;1;0;2;1;0;2;1;0;6;2;3;0;0;0;2;3;5;4;0;18;2;6;7;72;10;8;16;31;25;0;119;12;21;12;19;9;8.7;12;0;0;0;0;1562;1112;1192;783;822;545;86.6;52.5;293;170;82;52;73;57;57;75;130;132;771;674;388;379;215;112;75;72;5.6;1.2;6.9;3;2;1;3132.45;156;9.9;124.3;58.6;0.74
Eberle;Jordan;Right wing;RW/C;EDM;CAN;71;184;R;82;20;31;14;17;51;3;9.1;16;1781;82497;1373.7;16.75;0.30;0.71;0.09;0.924;1013;3.14;1.97;0.62;27;1.18;379;297;208;22.5;85;16;18;34;25.6;24.2;285.9;26;107;-81;89;44;38;37;0.03;10;10;0.50;0.02;0;0;1;1;9;9;4;2;2;4;7;7;0;2;0;2;0;0;5;1;0;0;3;0;11;1;7;7;74;39;3;14;38;11;1;102;8;21;9;21;13;13.2;8;0;0;0;0;1571;1136;1165;818;814;596;82.1;56.8;308;202;72;45;62;47;74;81;136;128;600;724;442;496;274;178;67;81;4.1;1.6;5.7;3;1;0;3253.56;79;8;118.2;59.1;0.72
Edler;Alex;Defense;D;VAN;SWE;75;214;L;68;6;15;7;8;21;-20;-11.7;36;1931;99200;1645.9;24.32;0.41;0.38;0.07;0.91;980;2.01;3.03;0.40;-28;-1.02;309;194;138;5.8;9;4;4;8;55.1;49.2;186.4;106;134;-28;56;37;17;138;0.09;2;1;0.67;0.00;1;1;0;0;1;0;0;0;2;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;4;0;0;7;49;0;1;32;11;0;1;93;18;9;19;6;-9;-3.8;18;0;0;0;0;1452;1590;1069;1232;786;919;63.8;83.3;238;282;55;83;33;58;50;63;83;121;852;855;443;545;178;161;69;90;1;2.7;3.6;;;;2414.76;280;6.8;110.9;23.6;0.35
Edmundson;Joel;Defense;D;STL;CAN;76;220;L;69;3;12;5;7;15;11;-4;60;1777;73562;1224.7;17.77;0.32;0.34;0.08;0.936;1017;2.16;2.01;0.52;3;0.15;171;117;81;3.4;3;5;3;8;55.2;46.9;127.4;122;67;55;36;26;7;95;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;1;3;32;0;0;28;9;0;0;44;24;5;24;2;-19;-12.7;20;4;0;0;0;993;1221;732;906;539;639;41.3;56.6;122;192;44;41;30;49;44;41;74;90;588;609;509;457;116;132;91;56;0.5;3.7;4.2;;;;2559.26;281;6.5;108.5;14.6;0.21
Ehlers;Nikolaj;Left wing;LW;WPG;DNK;72;172;L;82;25;39;20;19;64;1;4.9;38;1845;86032;1410.9;17.48;0.31;0.77;0.10;0.899;1003;3.53;2.85;0.55;16;0.68;372;291;204;18.9;60;8;24;32;32.2;30.7;332.7;43;92;-49;93;51;36;28;0.02;0;4;0.00;0.00;0;0;0;1;0;3;0;2;0;2;0;0;0;3;4;3;1;1;1;0;2;4;1;1;16;2;9;10;72;22;2;35;23;1;6;115;19;41;18;40;22;16.6;19;0;0;0;0;1480;1160;1119;893;801;665;77.5;56.5;249;197;83;67;54;44;80;79;134;123;657;715;412;411;231;167;83;95;5.8;1.3;7.2;1;0;0;3116.42;109;4.2;112.3;63.6;0.79
Eichel;Jack;Center;C;BUF;USA;74;196;R;61;24;33;19;14;57;-13;-5.5;22;1343;72908;1213.8;19.92;0.34;0.78;0.10;0.915;1013;3.61;2.62;0.58;20;0.99;429;334;249;19.5;50;13;18;31;34.9;30.5;290.9;26;58;-32;84;46;38;35;0.03;310;486;0.39;0.67;101;156;109;178;100;152;86;155;114;156;208;317;1;3;4;2;0;0;2;0;4;2;1;0;15;1;4;12;67;29;0;25;40;3;4;148;11;26;11;22;15;11.1;11;0;0;0;0;1309;1105;1023;831;751;626;67;50;221;157;73;53;49;43;50;60;99;103;541;654;390;306;177;115;65;72;5.6;1;6.6;3;0;0;2359.66;83;5.8;119.3;53;0.87
Ekblad;Aaron;Defense;D;FLA;CAN;76;216;R;68;10;11;4;7;21;-23;-6.5;58;1618;87557;1454.3;21.47;0.36;0.42;0.06;0.915;973;2.06;2.43;0.46;-9;-0.37;408;296;225;12.1;23;12;10;22;46.8;43.6;126;88;84;4;71;58;25;62;0.05;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;1;1;4;2;0;0;2;1;3;4;63;11;1;108;45;0;0;60;29;17;27;12;-12;-3.9;29;0;0;0;0;1534;1162;1163;930;859;692;67.3;57;186;191;50;59;55;53;65;65;120;118;675;725;479;470;258;187;95;91;1.6;1.7;3.4;1;0;0;2574.08;208;3.9;111.2;33.4;0.49
Ekholm;Mattias;Defense;D;NSH;SWE;76;215;L;82;3;20;6;14;23;4;6.4;34;2330;115415;1915.7;23.45;0.40;0.33;0.08;0.921;996;2.19;2.32;0.49;-4;-0.13;284;188;120;7.5;16;11;7;18;47.3;42.9;149.6;61;131;-70;68;66;38;108;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;3;7;58;11;2;47;12;0;2;46;17;12;17;10;-5;4.3;17;0;0;0;0;1749;1723;1315;1326;938;941;80.6;81.4;247;252;70;74;67;49;88;76;155;125;1012;964;600;629;243;226;99;122;0.5;4.1;4.6;;;;2932.08;203;5.8;108.7;38.3;0.47
Ekman-Larsson;Oliver;Defense;D;ARI;SWE;74;200;L;79;12;27;9;18;39;-25;-19.5;48;2332;116677;1928.8;24.62;0.41;0.46;0.09;0.91;1000;2.64;2.8;0.49;-5;-0.16;330;224;145;8.9;14;6;14;20;46.5;43.2;196.6;112;118;-6;79;48;18;85;0.05;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;4;1;0;5;0;4;6;69;3;0;23;13;1;0;105;24;20;23;17;-4;5.8;24;0;0;0;0;1780;1853;1351;1437;947;998;87.3;94.1;299;317;85;90;78;88;57;63;135;151;1028;1122;720;577;233;148;126;109;3.2;2.4;5.6;3;1;1;2756.89;245;5.4;113;24.2;0.31
Elie;Remi;Left wing;LW;DAL;CAN;73;210;L;18;1;6;2;4;7;5;1;8;396;16875;281;15.63;0.28;0.70;0.09;0.945;1030;2.14;1.49;0.59;3;0.64;40;23;15;2.1;10;1;3;4;23.6;25.2;49.6;30;26;4;8;13;12;11;0.04;1;0;1.00;0.00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;7;0;0;1;4;1;0;9;4;0;4;0;-4;-2.1;4;0;0;0;0;230;282;163;201;118;127;10.5;11.2;40;41;10;7;5;13;18;12;23;25;142;149;101;97;46;36;15;6;0.1;0.5;0.6;;;;736.95;49;10.5;109.3;5;0.28
Eller;Lars;Center;C/LW/RW;WSH;DNK;74;207;L;81;12;13;6;7;25;15;3.8;36;1501;67558;1125.2;13.9;0.25;0.57;0.08;0.922;1007;2.35;2.19;0.52;3;0.16;225;169;115;12.1;49;7;14;21;30.3;27.6;124.1;71;131;-60;54;32;31;30;0.03;416;467;0.47;0.91;140;198;137;146;139;123;133;126;154;200;238;272;0;3;2;2;0;0;0;0;1;2;2;0;7;0;3;8;43;14;2;10;18;8;1;62;18;26;18;25;8;2.8;18;0;0;0;0;985;1044;712;760;521;528;41.4;52.2;131;179;44;41;26;47;59;60;85;107;461;512;393;473;185;149;72;62;0.9;1.7;2.6;;;;3365.72;137;5.7;108.2;37.4;0.46
Ellis;Ryan;Defense;D;NSH;CAN;70;180;R;71;16;22;13;9;38;17;-5.3;29;2028;102052;1694.2;23.95;0.40;0.43;0.10;0.926;1031;3.15;2.37;0.57;22;0.78;281;197;140;8.2;11;1;10;11;47.3;41.6;194.8;64;68;-4;57;41;37;137;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;10;1;0;0;5;1;3;7;46;5;2;79;11;0;0;43;9;22;8;20;13;19.4;7;1;0;0;1;1596;1671;1184;1263;853;910;73.8;75.8;209;235;89;67;53;51;78;59;131;110;900;859;484;473;226;182;81;97;4;4.7;8.7;3;2;2;2562.48;231;14.4;115.7;45.3;0.64
Emelin;Alexei;Defense;D;MTL;RUS;74;218;L;76;2;8;3;5;10;1;2;71;1980;97227;1613.4;21.32;0.37;0.22;0.07;0.919;986;1.67;2.57;0.40;-24;-0.89;200;127;82;3.4;4;4;8;12;52.7;48.6;61.1;241;212;29;45;84;16;127;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;6;38;1;0;40;3;1;0;37;33;21;29;15;-12;-6.1;32;1;0;0;0;1321;1607;944;1160;673;854;58.5;74.4;194;254;45;69;58;45;95;113;153;158;865;871;691;816;329;162;102;101;-0.7;3.7;3;;;;2698.33;440;8;108.9;18.1;0.24
Engelland;Deryk;Defense;D;CGY;CAN;74;214;R;81;4;12;6;6;16;2;-11.7;85;1943;89083;1480;18.33;0.33;0.36;0.08;0.917;997;1.82;2.84;0.39;-25;-1.01;218;141;107;3.9;4;2;9;11;51.5;47.2;145.4;135;120;15;34;49;19;134;0.09;1;0;1.00;0.00;0;0;1;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;1;0;1;0;3;5;26;5;0;27;12;1;0;62;25;13;24;14;-12;-2.1;15;9;0;0;1;1039;1567;768;1171;563;840;42.4;79.1;128;261;45;70;30;61;62;64;92;125;676;758;549;459;226;189;91;81;0.3;3.6;3.9;;;;3021.19;363;10.3;105.7;16.2;0.2
Englund;Andreas;Defense;D;OTT;SWE;75;189;L;5;0;0;0;0;0;-3;-1.6;2;85;3189;53.2;10.58;0.24;0.00;0.06;0.84;903;1.13;4.51;0.20;-3;-3.38;7;6;3;0.4;2;0;1;1;28.7;37;0;18;3;15;3;2;0;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;2;1;0;1;0;-1;-0.7;1;0;0;0;0;38;51;28;39;16;25;2.1;3;10;12;1;4;1;3;4;1;5;4;17;24;36;15;9;3;5;4;-0.1;-0.1;-0.2;;;;171.26;20;18;100.4;-1;-0.2
Ennis;Tyler;Left wing;LW/C/RW;BUF;CAN;69;175;L;51;5;8;5;3;13;-10;-3.3;12;809;39278;653.5;12.83;0.24;0.57;0.06;0.931;993;2.11;2.02;0.51;1;0.09;145;112;89;7.7;27;6;9;15;29.9;26.8;134.3;45;45;0;23;17;19;23;0.04;3;13;0.19;0.03;1;1;1;5;1;7;0;4;1;1;3;10;0;3;1;0;0;0;0;0;0;0;1;0;4;0;3;1;19;6;1;10;8;1;3;60;6;2;6;2;-4;-2.1;6;0;0;0;0;634;570;478;436;372;318;30.1;26.6;102;88;23;22;25;25;30;19;55;44;286;319;234;211;89;60;29;33;0.2;0.4;0.6;1;0;0;2106.88;80;10.7;110.5;13.7;0.27
Enstrom;Tobias;Defense;D;WPG;SWE;70;180;L;60;1;13;7;6;14;-7;4.3;42;1645;78856;1309.9;21.9;0.38;0.25;0.10;0.89;987;2.57;3.53;0.42;-21;-0.96;111;66;46;2.3;4;4;4;8;52.1;46.6;104.2;24;83;-59;20;33;8;94;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;18;1;0;24;2;0;0;19;21;11;21;10;-10;-0.8;21;0;0;0;0;1018;1252;774;938;579;699;51.1;63.6;174;201;56;77;34;49;66;58;100;107;670;739;414;376;190;148;96;74;0;1.3;1.3;;;;2105.64;160;1.5;104;12.2;0.2
Ericsson;Jonathan;Defense;D;DET;SWE;76;220;L;51;1;8;4;4;9;-2;-12.6;63;1338;58815;977.7;19.22;0.34;0.25;0.09;0.919;1013;2.21;2.76;0.44;-9;-0.55;95;69;43;2.2;4;1;3;4;49.3;43.1;75.6;86;50;36;26;27;9;36;0.04;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;23;0;0;12;7;3;0;21;23;10;20;10;-13;-2.7;19;3;0;1;0;734;995;565;789;383;554;32.8;50.1;99;161;36;45;20;32;36;37;56;69;452;460;381;357;122;91;59;63;-0.1;2.2;2.1;;;;1907.26;188;5;106.1;4.4;0.09
Eriksson;Loui;Left wing;LW/C;VAN;SWE;74;196;L;65;11;13;10;3;24;-9;-6.9;8;1588;72843;1210.4;18.67;0.31;0.55;0.08;0.915;993;2.18;2.43;0.47;-5;-0.25;212;159;132;15.2;68;10;12;22;24.4;22.6;219.8;11;60;-49;27;16;37;26;0.03;0;1;0.00;0.00;0;1;0;0;0;0;0;0;0;1;0;1;0;4;1;0;0;0;2;1;0;1;0;0;7;0;3;3;21;18;11;7;7;8;2;79;4;12;4;10;8;6.8;4;0;0;0;0;1104;1042;795;808;568;578;54.1;53.9;189;186;44;49;43;24;47;49;90;73;623;588;260;368;145;116;51;63;0.5;1.2;1.8;3;0;0;2639.81;45;12;106.4;28.8;0.44
Eriksson Ek;Joel;Center;C/RW/LW;MIN;SWE;74;197;L;15;3;4;2;2;7;1;-1.4;4;244;9551;159.2;10.62;0.20;1.00;0.11;0.941;1050;2.64;2.26;0.54;1;0.38;25;22;15;1.2;3;1;1;2;31.2;27.8;33.7;23;15;8;7;3;3;8;0.05;45;64;0.41;0.69;8;19;18;24;19;21;17;26;17;20;25;28;0;2;1;0;0;0;0;0;0;1;0;0;2;0;0;1;6;3;0;1;4;0;1;6;2;1;2;1;-1;0;2;0;0;0;0;119;169;94;132;64;101;4;6.3;10;17;7;6;1;3;7;4;8;7;72;87;69;77;11;15;8;8;0.7;0.2;0.8;;;;636.05;35;13;108.6;3.8;0.25
Erne;Adam;Left wing;LW;T.B;USA;73;214;L;26;3;0;0;0;3;-9;0.9;11;441;18419;305.9;11.8;0.22;0.60;0.03;0.904;938;0.98;2.55;0.28;-8;-1.57;65;58;40;3.7;13;3;0;3;29.2;28.3;0;71;23;48;18;5;2;13;0.05;0;2;0.00;0.01;0;0;0;0;0;2;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;3;0;1;4;13;8;0;3;4;2;1;22;4;5;4;4;1;-1.6;3;1;0;0;0;286;249;217;183;145;135;13;8.6;42;26;5;13;19;2;6;20;25;22;133;166;186;120;41;22;13;23;-0.2;0;-0.2;;;;1061.61;96;24.3;104.9;5.1;0.2
Etem;Emerson;Left wing;LW/RW;ANA;USA;73;212;L;3;0;0;0;0;0;1;-0.7;2;45;1585;26.4;8.8;0.20;0.00;0.20;0.909;1109;2.27;2.27;0.50;0;0;0;0;0;0;0;0;0;0;0;NA;0;4;3;1;0;0;0;0;0.00;0;1;0.00;0.05;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;-1;1;0;0;0;0;12;25;8;19;5;11;0.3;1.1;1;3;1;1;0;1;2;2;2;3;10;9;13;9;2;1;5;2;-0.1;0.1;0;;;;106.05;6;4;84.1;-0.5;-0.15
Fabbri;Robby;Center;C/LW;STL;CAN;70;195;L;51;11;18;12;6;29;-16;-5.3;27;1101;47764;794.5;15.62;0.29;0.67;0.11;0.883;990;3.25;2.95;0.52;4;0.3;160;126;91;8.9;32;3;9;12;27.8;24.2;256.3;64;58;6;35;8;20;14;0.02;13;11;0.54;0.03;0;0;2;3;11;8;3;1;6;5;11;8;0;4;0;1;0;0;0;0;0;4;0;0;7;0;2;4;29;4;0;1;14;2;0;70;12;15;15;12;3;-2.5;11;1;0;0;0;785;602;584;459;401;334;35.2;28.9;111;85;43;39;19;21;29;21;48;42;378;341;270;283;58;79;62;46;2.2;0.3;2.5;2;0;0;1996.98;106;7.6;104.7;28.2;0.55
Faksa;Radek;Center;C;DAL;CZE;75;210;L;80;12;21;13;8;33;-6;0.2;67;1937;77628;1292.9;16.17;0.28;0.66;0.08;0.889;972;2.32;3.53;0.40;-26;-1.21;249;203;132;16.9;59;16;17;33;28.9;27.2;311.2;101;128;-27;71;36;43;62;0.05;590;632;0.48;0.89;259;303;181;220;150;109;149;172;205;235;364;363;0;1;0;1;0;0;0;1;0;1;2;0;8;1;4;4;62;17;2;7;17;12;1;76;25;25;23;16;0;-2.7;21;3;0;1;0;1181;1316;870;951;603;684;58.3;67.6;202;236;50;76;55;69;53;45;108;114;668;710;418;476;183;145;88;82;1.4;1;2.4;;;;3308.4;233;6.9;115.9;37.1;0.46
